GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Bets2222,net.bytebuddy.utility,JavaConstant.MethodType.Dispatcher.CreationAction,34,0,0,0,6,0,2,0,2,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodType,237,0,14,0,42,0,29,0,22,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodType.Dispatcher.ForLegacyVm,24,0,0,0,4,0,3,0,3,0
Bets2222,net.bytebuddy.utility,JavaType,510,0,14,0,53,0,16,0,9,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle.Dispatcher.ForLegacyVm,29,0,0,0,5,0,4,0,4,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle,403,0,24,0,80,0,36,0,24,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle.Dispatcher.CreationAction,143,0,0,0,23,0,2,0,2,0
Bets2222,net.bytebuddy.utility,RandomString,171,0,16,0,29,0,15,0,7,0
Bets2222,net.bytebuddy.utility,JavaConstant.Dynamic,952,0,118,0,158,0,89,0,30,0
Bets2222,net.bytebuddy.utility,OpenedClassReader,88,0,2,0,19,0,4,0,3,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodType.Dispatcher.ForJava7CapableVm,110,0,10,0,15,0,11,0,6,0
Bets2222,net.bytebuddy.utility,JavaModule.Dispatcher.Disabled,58,0,0,0,12,0,11,0,11,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle.Dispatcher.AbstractBase,350,0,22,0,51,0,23,0,12,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle.Dispatcher.ForJava8CapableVm,84,0,10,0,9,0,10,0,5,0
Bets2222,net.bytebuddy.utility,JavaModule.Dispatcher.Enabled,670,0,28,0,68,0,28,0,14,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle.HandleType,212,0,22,0,32,0,19,0,8,0
Bets2222,net.bytebuddy.utility,JavaModule,248,0,24,0,48,0,29,0,17,0
Bets2222,net.bytebuddy.utility,CompoundList,100,0,4,0,23,0,7,0,5,0
Bets2222,net.bytebuddy.utility,StreamDrainer,138,0,16,0,23,0,14,0,6,0
Bets2222,net.bytebuddy.utility,JavaConstant.MethodHandle.Dispatcher.ForJava7CapableVm,114,0,10,0,17,0,11,0,6,0
Bets2222,net.bytebuddy.utility,JavaModule.Dispatcher.CreationAction,126,0,0,0,15,0,2,0,2,0
Bets2222,javax.persistence.metamodel,PluralAttribute.CollectionType,44,0,0,0,5,0,1,0,1,0
Bets2222,javax.persistence.metamodel,Attribute.PersistentAttributeType,74,0,0,0,8,0,1,0,1,0
Bets2222,javax.persistence.metamodel,Bindable.BindableType,34,0,0,0,4,0,1,0,1,0
Bets2222,javax.persistence.metamodel,Type.PersistenceType,44,0,0,0,5,0,1,0,1,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.MethodCall.Appender.AccessorMethodInvocation,129,0,12,0,13,0,11,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.MethodCall,79,0,10,0,6,0,10,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy.AssignableSignatureCall,106,0,10,0,12,0,10,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.InvocationFactory.Default.new TypeProxy.InvocationFactory.Default() {...},12,0,0,0,2,0,2,0,2,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.InvocationFactory.Default.new TypeProxy.InvocationFactory.Default() {...},11,0,0,0,2,0,2,0,2,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy.ConstructorCall.Appender,128,0,10,0,18,0,9,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,PrivilegedMemberLookupAction,314,0,12,0,51,0,11,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy.MethodCall.Appender,149,0,12,0,14,0,10,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.MethodCall.Appender,106,0,12,0,7,0,10,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.InvocationFactory.Default,24,0,0,0,3,0,1,0,1,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy.MethodCall,69,0,10,0,6,0,10,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.AbstractMethodErrorThrow,68,0,0,0,11,0,4,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy,163,0,20,0,17,0,14,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.SilentConstruction.Appender,108,0,8,0,16,0,8,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy.ConstructorCall,37,0,0,0,7,0,4,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TrivialType,62,0,2,0,16,0,4,0,3,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy,225,0,20,0,32,0,17,0,7,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.SilentConstruction,23,0,0,0,4,0,3,0,3,0
Bets2222,net.bytebuddy.implementation.auxiliary,AuxiliaryType,8,0,0,0,1,0,1,0,1,0
Bets2222,net.bytebuddy.implementation.auxiliary,MethodCallProxy.PrecomputedMethodGraph,94,0,0,0,21,0,4,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.ForSuperMethodByConstructor,212,0,18,0,21,0,14,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,AuxiliaryType.NamingStrategy.SuffixingRandom,65,0,8,0,5,0,8,0,4,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.ForDefaultMethod,141,0,12,0,13,0,11,0,5,0
Bets2222,net.bytebuddy.implementation.auxiliary,TypeProxy.ForSuperMethodByReflectionFactory,153,0,14,0,13,0,12,0,5,0
Bets2222,javax.jdo,JDOHelper,1620,163,188,0,439,39,145,4,51,4
Bets2222,javax.jdo,JDOUserException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOUnsupportedOptionException,17,0,0,0,8,0,4,0,4,0
Bets2222,javax.jdo,JDOFatalDataStoreException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOObjectNotFoundException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOFatalException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},10,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},15,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},20,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},20,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},20,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedAction() {...},6,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedAction() {...},15,0,0,0,2,0,2,0,2,0
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new ErrorHandler() {...},8,0,0,0,4,0,4,0,4,0
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOFatalUserException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDODataStoreException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOCanRetryException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOUserCallbackException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,ObjectState,147,0,0,0,17,0,3,0,3,0
Bets2222,javax.jdo,JDOException,376,0,42,0,91,0,38,0,17,0
Bets2222,javax.jdo,JDONullIdentityException,22,0,0,0,10,0,5,0,5,0
Bets2222,javax.jdo,JDOOptimisticVerificationException,29,0,0,0,12,0,6,0,6,0
Bets2222,javax.jdo,JDOFatalInternalException,34,0,0,0,14,0,7,0,7,0
Bets2222,javax.jdo,JDOHelper.new PrivilegedAction() {...},0,5,0,0,0,2,0,2,0,2
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Bets2222,javax.jdo,JDOReadOnlyException,17,0,0,0,8,0,4,0,4,0
Bets2222,javax.jdo,JDODetachedFieldAccessException,22,0,0,0,10,0,5,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.Resolution.Simple,46,0,8,0,5,0,9,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ClassDumpAction.Dispatcher.Enabled,80,0,10,0,9,0,9,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,InstrumentedType.Factory.Default,46,0,0,0,11,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.Constraint.Compound,298,0,40,0,64,0,37,0,17,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.RedefinitionClassVisitor.CodePreservingMethodVisitor,137,0,10,0,33,0,13,0,8,0
Bets2222,net.bytebuddy.dynamic.scaffold,InstrumentedType.Default,3201,0,288,0,319,0,188,0,44,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeInitializer.Simple,73,0,8,0,7,0,11,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Merger.Directional,41,0,2,0,7,0,4,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Creating,13,0,0,0,4,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.Constraint.ForInterface,149,0,22,0,31,0,27,0,16,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store.Entry.Ambiguous,278,0,30,0,36,0,25,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor,409,0,74,0,77,0,50,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.FrameWriter,4,0,0,0,1,0,1,0,1,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler,3,0,0,0,1,0,1,0,1,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store.Entry.Ambiguous.Node,89,0,12,0,9,0,13,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.ForExactType.Factory,48,0,8,0,4,0,8,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Default.Entry,140,0,14,0,15,0,15,0,8,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.NoOp,20,0,0,0,5,0,4,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default,249,0,22,0,32,0,22,0,11,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithDecorationOnly.LazyFieldList,18,0,0,0,5,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,InstrumentedType.Factory.Default.new InstrumentedType.Factory.Default() {...},70,0,4,0,20,0,4,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,InstrumentedType.Factory.Default.new InstrumentedType.Factory.Default() {...},12,0,0,0,2,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Harmonizer.ForJavaMethod,19,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.RedefinitionClassVisitor.AttributeObtainingFieldVisitor,51,0,4,0,13,0,6,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,InstrumentedType.Frozen,335,0,0,0,44,0,41,0,41,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.WithDrain,57,0,0,0,14,0,4,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.AccessBridgeWrapper,331,0,32,0,46,0,29,0,13,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Node.Sort,79,0,0,0,13,0,5,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.WithDrain.WithActiveRecord,60,0,2,0,13,0,4,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Handler.ForAnnotationValue,53,0,8,0,6,0,10,0,6,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.FieldPool.Disabled,19,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.Constraint.ForPackageType,51,0,4,0,20,0,17,0,15,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForCreation,381,0,42,0,65,0,25,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Handler.ForAbstractMethod,25,0,0,0,5,0,4,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.FieldPool.Record.ForExplicitField,137,0,16,0,20,0,17,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ClassDumpAction,159,0,18,0,12,0,14,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.ForClassHierarchy,81,0,14,0,11,0,12,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Empty,29,0,0,0,8,0,7,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Default,344,0,52,0,63,0,33,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.Sort,57,0,0,0,10,0,4,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.ForTopLevelType.Factory,19,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.ForExactType,61,0,10,0,6,0,10,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.RedefinitionClassVisitor.AttributeObtainingMethodVisitor,92,0,8,0,24,0,12,0,8,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.FrameWriter.Expanding,25,0,0,0,5,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.Constraint.ForClass,80,0,4,0,22,0,18,0,16,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.ForClassHierarchy.Factory,19,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Default.Compiled.Entry,164,0,24,0,13,0,16,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Linked.Delegation,101,0,14,0,10,0,14,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeValidation,43,0,2,0,8,0,5,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.WithDrain.WithoutActiveRecord,10,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.ForDeclaredMethods,63,0,2,0,8,0,4,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForDefinedMethod.OfVisibilityBridge,249,0,24,0,36,0,25,0,13,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ClassDumpAction.Dispatcher.Disabled,15,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Detached,23,0,0,0,5,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.WithoutDrain,11,0,0,0,4,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key,52,0,10,0,12,0,8,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.ValidatingMethodVisitor,130,0,19,0,34,0,17,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.Constraint.ForAnnotation,125,0,20,0,31,0,26,0,16,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.ValidatingFieldVisitor,17,0,0,0,5,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.ForTopLevelType,11,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.Resolution.Illegal,21,0,0,0,4,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForDefinedMethod,65,0,6,0,16,0,5,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Harmonized,174,0,8,0,34,0,10,0,6,0
Bets2222,net.bytebuddy.dynamic.scaffold,ClassWriterStrategy.Default.new ClassWriterStrategy.Default() {...},11,0,0,0,2,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,ClassWriterStrategy.Default.new ClassWriterStrategy.Default() {...},13,0,0,0,2,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.AccessBridgeWrapper.BridgeTarget,52,0,0,0,13,0,10,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldLocator.AbstractBase,88,0,12,0,9,0,11,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ValidatingClassVisitor.Constraint.ForClassFileVersion,343,0,48,0,47,0,41,0,17,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForDefinedMethod.WithBody,173,0,14,0,21,0,19,0,12,0
Bets2222,net.bytebuddy.dynamic.scaffold,ClassWriterStrategy.Default,30,0,0,0,4,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending,187,0,10,0,36,0,14,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.FrameWriter.NoOp,16,0,0,0,4,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Handler.ForVisibilityBridge.Compiled,47,0,8,0,4,0,8,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Harmonizer.ForJavaMethod.Token,38,0,6,0,7,0,7,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.FieldPool.Record.ForImplicitField,112,0,10,0,17,0,14,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store,357,0,44,0,65,0,31,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store.Entry.Resolved.Node,110,0,16,0,10,0,15,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeInitializer.None,29,0,0,0,6,0,5,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.NodeList,49,0,2,0,11,0,6,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Default.Prepared.Entry,169,0,18,0,19,0,19,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.WithoutDrain.WithoutActiveRecord,10,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.AccessBridgeWrapper.AccessorBridge,58,0,0,0,14,0,10,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.AbstractBase,8,0,0,0,2,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Harmonizer.ForJVMMethod.Token,57,0,8,0,13,0,8,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,ClassWriterStrategy.FrameComputingClassWriter,67,0,10,0,17,0,8,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForDefinedMethod.OfVisibilityBridge.VisibilityBridge,56,0,0,0,13,0,10,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldRegistry.Default,136,0,12,0,19,0,12,0,6,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Simple,92,0,12,0,11,0,12,0,6,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForDefinedMethod.WithoutBody,128,0,12,0,15,0,17,0,11,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Default.Compiled,175,0,20,0,16,0,19,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Default.Prepared,283,0,24,0,34,0,21,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForNonImplementedMethod,128,0,8,0,13,0,16,0,12,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default,519,0,44,0,52,0,31,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.RedefinitionClassVisitor,975,0,114,0,177,0,74,0,17,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.UnresolvedType,99,0,12,0,7,0,11,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithDecorationOnly,45,0,2,0,5,0,3,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store.Graph,64,0,10,0,6,0,10,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.MethodPool.Record.ForDefinedMethod.WithAnnotationDefaultValue,176,0,14,0,21,0,18,0,11,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldRegistry.Compiled.NoOp,19,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Harmonizer.ForJVMMethod,19,0,0,0,3,0,2,0,2,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Node.Simple,52,0,8,0,7,0,11,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Handler.ForImplementation,54,0,8,0,5,0,9,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing,138,0,16,0,8,0,12,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeInitializer.Drain.Default,93,0,12,0,7,0,10,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithDecorationOnly.DecorationClassVisitor,141,0,4,0,26,0,11,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldRegistry.Default.Compiled.Entry,114,0,14,0,8,0,12,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Handler.ForImplementation.Compiled,50,0,8,0,4,0,8,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.WithoutDrain.WithActiveRecord,60,0,2,0,13,0,4,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldRegistry.Default.Entry,109,0,14,0,10,0,14,0,7,0
Bets2222,net.bytebuddy.dynamic.scaffold,FieldRegistry.Default.Compiled,86,0,14,0,9,0,11,0,4,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Node.Unresolved,31,0,0,0,6,0,5,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining,161,0,12,0,18,0,11,0,5,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodRegistry.Handler.ForVisibilityBridge,25,0,0,0,4,0,3,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.InitializationHandler.Appending.FrameWriter.Active,77,0,9,0,18,0,9,0,3,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store.Entry.Initial,108,0,6,0,17,0,12,0,9,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.WithFullProcessing.OpenedClassRemapper,6,0,0,0,2,0,1,0,1,0
Bets2222,net.bytebuddy.dynamic.scaffold,MethodGraph.Compiler.Default.Key.Store.Entry.Resolved,205,0,20,0,19,0,20,0,10,0
Bets2222,net.bytebuddy.dynamic.scaffold,TypeWriter.Default.ForInlining.ContextRegistry,11,0,0,0,4,0,3,0,3,0
Bets2222,org.objenesis.strategy,SerializingInstantiatorStrategy,84,0,18,0,16,0,11,0,2,0
Bets2222,org.objenesis.strategy,SingleInstantiatorStrategy,37,0,0,0,9,0,2,0,2,0
Bets2222,org.objenesis.strategy,StdInstantiatorStrategy,86,0,22,0,20,0,13,0,2,0
Bets2222,org.objenesis.strategy,BaseInstantiatorStrategy,3,0,0,0,1,0,1,0,1,0
Bets2222,org.objenesis.strategy,PlatformDescription,202,0,18,0,54,0,21,0,12,0
Bets2222,com.objectdb.jpa.attr,SetAttributeImpl,9,0,0,0,3,0,2,0,2,0
Bets2222,com.objectdb.jpa.attr,SingularAttributeImpl,41,0,0,0,13,0,7,0,7,0
Bets2222,com.objectdb.jpa.attr,AttributeImpl,174,0,24,0,53,0,23,0,11,0
Bets2222,com.objectdb.jpa.attr,PluralAttributeImpl,18,0,0,0,6,0,4,0,4,0
Bets2222,com.objectdb.jpa.attr,MapAttributeImpl,19,0,0,0,6,0,4,0,4,0
Bets2222,com.objectdb.jpa.attr,ListAttributeImpl,9,0,0,0,3,0,2,0,2,0
Bets2222,com.objectdb.jpa.attr,CollectionAttributeImpl,9,0,0,0,3,0,2,0,2,0
